Year,County,Hospital,OSHPDID,Surgery,# of Cases,Location 1
2008,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,LAPRYBG,7,"(33.83149, -118.29332)"
2008,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,OPENRYGB,1,"(33.83149, -118.29332)"
2008,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,VSG,,"(33.83149, -118.29332)"
2008,Los Angeles,Marina Del Rey Hospital,106190500,BPD,,"(33.98125, -118.43971)"
2008,Los Angeles,Marina Del Rey Hospital,106190500,LAPBAND,20,"(33.98125, -118.43971)"
2008,Los Angeles,Marina Del Rey Hospital,106190500,LAPRYBG,40,"(33.98125, -118.43971)"
2008,Los Angeles,Marina Del Rey Hospital,106190500,OPENRYGB,,"(33.98125, -118.43971)"
2008,Los Angeles,Marina Del Rey Hospital,106190500,VSG,,"(33.98125, -118.43971)"
2008,Los Angeles,Methodist Hospital of Southern California,106190529,BPD,,"(34.13603, -118.03879)"
2008,Los Angeles,Methodist Hospital of Southern California,106190529,LAPBAND,7,"(34.13603, -118.03879)"
2008,Los Angeles,Methodist Hospital of Southern California,106190529,LAPRYBG,110,"(34.13603, -118.03879)"
2008,Los Angeles,Methodist Hospital of Southern California,106190529,OPENRYGB,2,"(34.13603, -118.03879)"
2008,Los Angeles,Methodist Hospital of Southern California,106190529,VSG,,"(34.13603, -118.03879)"
2008,Los Angeles,Northridge Hospital Medical Center,106190568,BPD,,"(34.22075, -118.53186)"
2008,Los Angeles,Northridge Hospital Medical Center,106190568,LAPBAND,28,"(34.22075, -118.53186)"
2008,Los Angeles,Northridge Hospital Medical Center,106190568,LAPRYBG,22,"(34.22075, -118.53186)"
2008,Los Angeles,Northridge Hospital Medical Center,106190568,OPENRYGB,2,"(34.22075, -118.53186)"
2008,Los Angeles,Northridge Hospital Medical Center,106190568,VSG,2,"(34.22075, -118.53186)"
2008,Los Angeles,Olympia Medical Center,106190534,BPD,,"(34.05754, -118.36008)"
2008,Los Angeles,Olympia Medical Center,106190534,LAPBAND,24,"(34.05754, -118.36008)"
2008,Los Angeles,Olympia Medical Center,106190534,LAPRYBG,17,"(34.05754, -118.36008)"
2008,Los Angeles,Olympia Medical Center,106190534,OPENRYGB,4,"(34.05754, -118.36008)"
2008,Los Angeles,Olympia Medical Center,106190534,VSG,,"(34.05754, -118.36008)"
2008,Los Angeles,PIH Hospital – Downey,106190243,BPD,,"(33.93515, -118.13196)"
2008,Los Angeles,PIH Hospital – Downey,106190243,LAPBAND,6,"(33.93515, -118.13196)"
2008,Los Angeles,PIH Hospital – Downey,106190243,LAPRYBG,,"(33.93515, -118.13196)"
2008,Los Angeles,PIH Hospital – Downey,106190243,OPENRYGB,,"(33.93515, -118.13196)"
2008,Los Angeles,PIH Hospital – Downey,106190243,VSG,,"(33.93515, -118.13196)"
2008,Los Angeles,Providence Saint Joseph Medical Center,106190758,BPD,,"(34.1559, -118.32711)"
2008,Los Angeles,Providence Saint Joseph Medical Center,106190758,LAPBAND,49,"(34.1559, -118.32711)"
2008,Los Angeles,Providence Saint Joseph Medical Center,106190758,LAPRYBG,178,"(34.1559, -118.32711)"
2008,Los Angeles,Providence Saint Joseph Medical Center,106190758,OPENRYGB,,"(34.1559, -118.32711)"
2008,Los Angeles,Providence Saint Joseph Medical Center,106190758,VSG,,"(34.1559, -118.32711)"
2008,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,BPD,,"(34.068889, -118.445)"
2008,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,LAPBAND,,"(34.068889, -118.445)"
2008,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,LAPRYBG,132,"(34.068889, -118.445)"
2008,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,OPENRYGB,1,"(34.068889, -118.445)"
2008,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,VSG,51,"(34.068889, -118.445)"
2008,Los Angeles,Saint Mary Medical Center – Long Beach,106190053,BPD,,"(33.7802376, -118.1866412)"
2008,Los Angeles,Saint Mary Medical Center – Long Beach,106190053,LAPBAND,9,"(33.7802376, -118.1866412)"
2008,Los Angeles,Saint Mary Medical Center – Long Beach,106190053,LAPRYBG,58,"(33.7802376, -118.1866412)"
2008,Los Angeles,Saint Mary Medical Center – Long Beach,106190053,OPENRYGB,9,"(33.7802376, -118.1866412)"
2008,Los Angeles,Saint Mary Medical Center – Long Beach,106190053,VSG,13,"(33.7802376, -118.1866412)"
2008,Los Angeles,Saint Vincent Medical Center,106190762,BPD,,"(34.06311, -118.27302)"
2008,Los Angeles,Saint Vincent Medical Center,106190762,LAPBAND,,"(34.06311, -118.27302)"
2008,Los Angeles,Saint Vincent Medical Center,106190762,LAPRYBG,,"(34.06311, -118.27302)"
2008,Los Angeles,Saint Vincent Medical Center,106190762,OPENRYGB,1,"(34.06311, -118.27302)"
2008,Los Angeles,Saint Vincent Medical Center,106190762,VSG,,"(34.06311, -118.27302)"
2008,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,BPD,,"(34.06879, -118.26324)"
2008,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,LAPBAND,11,"(34.06879, -118.26324)"
2008,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,LAPRYBG,43,"(34.06879, -118.26324)"
2008,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,OPENRYGB,,"(34.06879, -118.26324)"
2008,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,VSG,1,"(34.06879, -118.26324)"
2008,Los Angeles,Southern California Hospital At Culver City,106190110,BPD,,"(34.02328, -118.39724)"
2008,Los Angeles,Southern California Hospital At Culver City,106190110,LAPBAND,,"(34.02328, -118.39724)"
2008,Los Angeles,Southern California Hospital At Culver City,106190110,LAPRYBG,1,"(34.02328, -118.39724)"
2008,Los Angeles,Southern California Hospital At Culver City,106190110,OPENRYGB,3,"(34.02328, -118.39724)"
2008,Los Angeles,Southern California Hospital At Culver City,106190110,VSG,,"(34.02328, -118.39724)"
2008,Los Angeles,Temple Community Hospital,106190784,BPD,,"(34.07534, -118.28366)"
2008,Los Angeles,Temple Community Hospital,106190784,LAPBAND,1,"(34.07534, -118.28366)"
2008,Los Angeles,Temple Community Hospital,106190784,LAPRYBG,21,"(34.07534, -118.28366)"
2008,Los Angeles,Temple Community Hospital,106190784,OPENRYGB,1,"(34.07534, -118.28366)"
2008,Los Angeles,Temple Community Hospital,106190784,VSG,,"(34.07534, -118.28366)"
2008,Los Angeles,Torrance Memorial Medical Center,106190422,BPD,,"(33.81258, -118.34388)"
2008,Santa Clara,Stanford Hospital,106430905,LAPRYBG,130,"(37.43342, -122.17827)"
2008,Los Angeles,Torrance Memorial Medical Center,106190422,LAPBAND,39,"(33.81258, -118.34388)"
2008,Los Angeles,Torrance Memorial Medical Center,106190422,LAPRYBG,130,"(33.81258, -118.34388)"
2008,Los Angeles,Torrance Memorial Medical Center,106190422,OPENRYGB,10,"(33.81258, -118.34388)"
2008,Los Angeles,Torrance Memorial Medical Center,106190422,VSG,1,"(33.81258, -118.34388)"
2008,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,BPD,2,"(34.20557, -118.2152)"
2008,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,LAPBAND,1,"(34.20557, -118.2152)"
2008,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,LAPRYBG,,"(34.20557, -118.2152)"
2008,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,OPENRYGB,,"(34.20557, -118.2152)"
2008,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,VSG,,"(34.20557, -118.2152)"
2008,Los Angeles,West Hills Hospital and Medical Center,106190859,BPD,,"(34.20365, -118.6294)"
2008,Los Angeles,West Hills Hospital and Medical Center,106190859,LAPBAND,13,"(34.20365, -118.6294)"
2008,Los Angeles,West Hills Hospital and Medical Center,106190859,LAPRYBG,52,"(34.20365, -118.6294)"
2008,Los Angeles,West Hills Hospital and Medical Center,106190859,OPENRYGB,1,"(34.20365, -118.6294)"
2008,Los Angeles,West Hills Hospital and Medical Center,106190859,VSG,2,"(34.20365, -118.6294)"
2008,Mendocino,Ukiah Valley Medical Center,106231396,BPD,,"(39.1528, -123.20363)"
2008,Mendocino,Ukiah Valley Medical Center,106231396,LAPBAND,1,"(39.1528, -123.20363)"
2008,Mendocino,Ukiah Valley Medical Center,106231396,LAPRYBG,,"(39.1528, -123.20363)"
2008,Mendocino,Ukiah Valley Medical Center,106231396,OPENRYGB,,"(39.1528, -123.20363)"
2008,Mendocino,Ukiah Valley Medical Center,106231396,VSG,,"(39.1528, -123.20363)"
2008,Monterey,Community Hospital of The Monterey Peninsula,106270744,BPD,,"(36.59827, -121.92488)"
2008,Monterey,Community Hospital of The Monterey Peninsula,106270744,LAPBAND,30,"(36.59827, -121.92488)"
2008,Monterey,Community Hospital of The Monterey Peninsula,106270744,LAPRYBG,55,"(36.59827, -121.92488)"
2008,Monterey,Community Hospital of The Monterey Peninsula,106270744,OPENRYGB,,"(36.59827, -121.92488)"
2008,Monterey,Community Hospital of The Monterey Peninsula,106270744,VSG,1,"(36.59827, -121.92488)"
2008,Orange,Chapman Medical Center,106301140,BPD,,"(33.78785, -117.82586)"
2008,Orange,Chapman Medical Center,106301140,LAPBAND,148,"(33.78785, -117.82586)"
2008,Orange,Chapman Medical Center,106301140,LAPRYBG,207,"(33.78785, -117.82586)"
2008,Orange,Chapman Medical Center,106301140,OPENRYGB,1,"(33.78785, -117.82586)"
2008,Orange,Chapman Medical Center,106301140,VSG,1,"(33.78785, -117.82586)"
2008,Orange,Fountain Valley Regional Hospital and Medical Center – Euclid,106301175,BPD,,"(33.71546, -117.93694)"
2008,Orange,Fountain Valley Regional Hospital and Medical Center – Euclid,106301175,LAPBAND,139,"(33.71546, -117.93694)"
2008,Orange,Fountain Valley Regional Hospital and Medical Center – Euclid,106301175,LAPRYBG,192,"(33.71546, -117.93694)"
2008,Orange,Fountain Valley Regional Hospital and Medical Center – Euclid,106301175,OPENRYGB,11,"(33.71546, -117.93694)"
2008,Orange,Fountain Valley Regional Hospital and Medical Center – Euclid,106301175,VSG,1,"(33.71546, -117.93694)"
2008,Orange,Garden Grove Hospital and Medical Center,106301283,BPD,,"(33.7745089, -117.9130315)"
2008,Orange,Garden Grove Hospital and Medical Center,106301283,LAPBAND,3,"(33.7745089, -117.9130315)"
2008,Orange,Garden Grove Hospital and Medical Center,106301283,LAPRYBG,6,"(33.7745089, -117.9130315)"
2008,Orange,Garden Grove Hospital and Medical Center,106301283,OPENRYGB,,"(33.7745089, -117.9130315)"
2008,Orange,Garden Grove Hospital and Medical Center,106301283,VSG,,"(33.7745089, -117.9130315)"
2008,Orange,Mission Hospital Laguna Beach,106301337,BPD,,"(33.4997391, -117.7422502)"
2008,Orange,Mission Hospital Laguna Beach,106301337,LAPBAND,1,"(33.4997391, -117.7422502)"
2008,Orange,Mission Hospital Laguna Beach,106301337,LAPRYBG,36,"(33.4997391, -117.7422502)"
2008,Orange,Mission Hospital Laguna Beach,106301337,OPENRYGB,1,"(33.4997391, -117.7422502)"
2008,Orange,Mission Hospital Laguna Beach,106301337,VSG,,"(33.4997391, -117.7422502)"
2008,Orange,Orange Coast Memorial Medical Center,106300225,BPD,,"(33.70162, -117.95524)"
2008,Orange,Orange Coast Memorial Medical Center,106300225,LAPBAND,185,"(33.70162, -117.95524)"
2008,Orange,Orange Coast Memorial Medical Center,106300225,LAPRYBG,290,"(33.70162, -117.95524)"
2008,Orange,Orange Coast Memorial Medical Center,106300225,OPENRYGB,77,"(33.70162, -117.95524)"
2008,Orange,Orange Coast Memorial Medical Center,106300225,VSG,,"(33.70162, -117.95524)"
2008,Orange,Saint Joseph Hospital – Orange,106301340,BPD,,"(33.7823, -117.86516)"
2008,Orange,Saint Joseph Hospital – Orange,106301340,LAPBAND,172,"(33.7823, -117.86516)"
2008,Orange,Saint Joseph Hospital – Orange,106301340,LAPRYBG,6,"(33.7823, -117.86516)"
2008,Orange,Saint Joseph Hospital – Orange,106301340,OPENRYGB,,"(33.7823, -117.86516)"
2008,Orange,Saint Joseph Hospital – Orange,106301340,VSG,,"(33.7823, -117.86516)"
2008,Orange,UC Irvine Medical Center,106301279,BPD,,"(33.7889, -117.89064)"
2008,Orange,UC Irvine Medical Center,106301279,LAPBAND,51,"(33.7889, -117.89064)"
2008,Orange,UC Irvine Medical Center,106301279,LAPRYBG,34,"(33.7889, -117.89064)"
2008,Orange,UC Irvine Medical Center,106301279,OPENRYGB,,"(33.7889, -117.89064)"
2008,Orange,UC Irvine Medical Center,106301279,VSG,13,"(33.7889, -117.89064)"
2008,Placer,Sutter Auburn Faith Hospital,106310791,BPD,,"(38.94452, -121.0982)"
2008,Placer,Sutter Auburn Faith Hospital,106310791,LAPBAND,,"(38.94452, -121.0982)"
2008,Placer,Sutter Auburn Faith Hospital,106310791,LAPRYBG,37,"(38.94452, -121.0982)"
2008,Placer,Sutter Auburn Faith Hospital,106310791,OPENRYGB,,"(38.94452, -121.0982)"
2008,Placer,Sutter Auburn Faith Hospital,106310791,VSG,,"(38.94452, -121.0982)"
2008,Placer,Sutter Roseville Medical Center,106311000,BPD,,"(38.76439, -121.25055)"
2008,Placer,Sutter Roseville Medical Center,106311000,LAPBAND,5,"(38.76439, -121.25055)"
2008,Placer,Sutter Roseville Medical Center,106311000,LAPRYBG,103,"(38.76439, -121.25055)"
2008,Placer,Sutter Roseville Medical Center,106311000,OPENRYGB,,"(38.76439, -121.25055)"
2008,Placer,Sutter Roseville Medical Center,106311000,VSG,,"(38.76439, -121.25055)"
2008,Riverside,Desert Regional Medical Center,106331164,BPD,,"(33.83932, -116.54549)"
2008,Riverside,Desert Regional Medical Center,106331164,LAPBAND,40,"(33.83932, -116.54549)"
2008,Riverside,Desert Regional Medical Center,106331164,LAPRYBG,66,"(33.83932, -116.54549)"
2008,Riverside,Desert Regional Medical Center,106331164,OPENRYGB,,"(33.83932, -116.54549)"
2008,Riverside,Desert Regional Medical Center,106331164,VSG,,"(33.83932, -116.54549)"
2008,Riverside,Eisenhower Medical Center,106331168,BPD,,"(33.76418, -116.40808)"
2008,Riverside,Eisenhower Medical Center,106331168,LAPBAND,3,"(33.76418, -116.40808)"
2008,Riverside,Eisenhower Medical Center,106331168,LAPRYBG,11,"(33.76418, -116.40808)"
2008,San Bernardino,Kindred Hospital – Rancho,106364188,LAPRYBG,5,"(34.10461, -117.56601)"
2008,Riverside,Eisenhower Medical Center,106331168,OPENRYGB,,"(33.76418, -116.40808)"
2008,Riverside,Eisenhower Medical Center,106331168,VSG,,"(33.76418, -116.40808)"
2008,Riverside,Parkview Community Hospital Medical Center,106331293,BPD,,"(33.92573, -117.43996)"
2008,Riverside,Parkview Community Hospital Medical Center,106331293,LAPBAND,114,"(33.92573, -117.43996)"
2008,Riverside,Parkview Community Hospital Medical Center,106331293,LAPRYBG,82,"(33.92573, -117.43996)"
2008,Riverside,Parkview Community Hospital Medical Center,106331293,OPENRYGB,12,"(33.92573, -117.43996)"
2008,Riverside,Parkview Community Hospital Medical Center,106331293,VSG,,"(33.92573, -117.43996)"
2009,San Diego,Sharp Memorial Hospital,106370694,VSG,2,"(32.80016, -117.15531)"
2008,Riverside,Southwest Healthcare System – Murrieta,106334068,BPD,,"(33.55788, -117.18488)"
2008,Riverside,Southwest Healthcare System – Murrieta,106334068,LAPBAND,5,"(33.55788, -117.18488)"
2008,Riverside,Southwest Healthcare System – Murrieta,106334068,LAPRYBG,562,"(33.55788, -117.18488)"
2008,Riverside,Southwest Healthcare System – Murrieta,106334068,OPENRYGB,2,"(33.55788, -117.18488)"
2008,Riverside,Southwest Healthcare System – Murrieta,106334068,VSG,,"(33.55788, -117.18488)"
2008,Sacramento,Mercy San Juan Hospital,106340950,BPD,,"(38.66818, -121.31261)"
2008,Sacramento,Mercy San Juan Hospital,106340950,LAPBAND,72,"(38.66818, -121.31261)"
2008,Sacramento,Mercy San Juan Hospital,106340950,LAPRYBG,226,"(38.66818, -121.31261)"
2008,Sacramento,Mercy San Juan Hospital,106340950,OPENRYGB,4,"(38.66818, -121.31261)"
2008,Sacramento,Mercy San Juan Hospital,106340950,VSG,,"(38.66818, -121.31261)"
2008,Sacramento,Methodist Hospital of Sacramento,106340951,BPD,,"(38.46416, -121.41744)"
2008,Sacramento,Methodist Hospital of Sacramento,106340951,LAPBAND,43,"(38.46416, -121.41744)"
2008,Sacramento,Methodist Hospital of Sacramento,106340951,LAPRYBG,129,"(38.46416, -121.41744)"
2008,Sacramento,Methodist Hospital of Sacramento,106340951,OPENRYGB,6,"(38.46416, -121.41744)"
2008,Sacramento,Methodist Hospital of Sacramento,106340951,VSG,1,"(38.46416, -121.41744)"
2008,Sacramento,Sutter General Hospital,106341051,BPD,,"(38.57176, -121.47008)"
2008,Sacramento,Sutter General Hospital,106341051,LAPBAND,16,"(38.57176, -121.47008)"
2008,Sacramento,Sutter General Hospital,106341051,LAPRYBG,36,"(38.57176, -121.47008)"
2008,Sacramento,Sutter General Hospital,106341051,OPENRYGB,1,"(38.57176, -121.47008)"
2008,Sacramento,Sutter General Hospital,106341051,VSG,,"(38.57176, -121.47008)"
2008,Sacramento,UC Davis Medical Center,106341006,BPD,,"(38.55438, -121.45738)"
2008,Sacramento,UC Davis Medical Center,106341006,LAPBAND,12,"(38.55438, -121.45738)"
2008,Sacramento,UC Davis Medical Center,106341006,LAPRYBG,295,"(38.55438, -121.45738)"
2008,Sacramento,UC Davis Medical Center,106341006,OPENRYGB,,"(38.55438, -121.45738)"
2008,Sacramento,UC Davis Medical Center,106341006,VSG,7,"(38.55438, -121.45738)"
2008,San Bernardino,Kindred Hospital – Rancho,106364188,BPD,,"(34.10461, -117.56601)"
2008,San Bernardino,Kindred Hospital – Rancho,106364188,LAPBAND,39,"(34.10461, -117.56601)"
2008,San Bernardino,Kindred Hospital – Rancho,106364188,OPENRYGB,,"(34.10461, -117.56601)"
2008,San Bernardino,Kindred Hospital – Rancho,106364188,VSG,,"(34.10461, -117.56601)"
2008,San Bernardino,Saint Bernardine Medical Center,106361339,BPD,,"(34.1341, -117.27865)"
2008,San Bernardino,Saint Bernardine Medical Center,106361339,LAPBAND,85,"(34.1341, -117.27865)"
2008,San Bernardino,Saint Bernardine Medical Center,106361339,LAPRYBG,125,"(34.1341, -117.27865)"
2008,San Bernardino,Saint Bernardine Medical Center,106361339,OPENRYGB,6,"(34.1341, -117.27865)"
2008,San Bernardino,Saint Bernardine Medical Center,106361339,VSG,,"(34.1341, -117.27865)"
2008,San Diego,Alvarado Hospital,106370652,BPD,,"(32.77708, -117.05683)"
2008,San Diego,Alvarado Hospital,106370652,VSG,,"(32.77708, -117.05683)"
2008,San Diego,Pomerado Hospital,106370977,BPD,,"(32.99563, -117.05784)"
2008,San Diego,Pomerado Hospital,106370977,LAPBAND,6,"(32.99563, -117.05784)"
2008,San Diego,Pomerado Hospital,106370977,LAPRYBG,148,"(32.99563, -117.05784)"
2008,San Diego,Pomerado Hospital,106370977,OPENRYGB,2,"(32.99563, -117.05784)"
2008,San Diego,Pomerado Hospital,106370977,VSG,,"(32.99563, -117.05784)"
2008,San Diego,Scripps Green Hospital,106371256,BPD,1,"(32.89654, -117.2419)"
2008,San Diego,Scripps Green Hospital,106371256,LAPBAND,57,"(32.89654, -117.2419)"
2008,San Diego,Scripps Green Hospital,106371256,LAPRYBG,58,"(32.89654, -117.2419)"
2008,San Diego,Scripps Green Hospital,106371256,OPENRYGB,1,"(32.89654, -117.2419)"
2008,San Diego,Scripps Green Hospital,106371256,VSG,25,"(32.89654, -117.2419)"
2008,San Diego,Scripps Memorial Hospital – La Jolla,106370771,BPD,,"(32.88506, -117.22279)"
2008,San Diego,Scripps Memorial Hospital – La Jolla,106370771,LAPBAND,39,"(32.88506, -117.22279)"
2008,San Diego,Scripps Memorial Hospital – La Jolla,106370771,LAPRYBG,110,"(32.88506, -117.22279)"
2008,San Diego,Scripps Memorial Hospital – La Jolla,106370771,OPENRYGB,,"(32.88506, -117.22279)"
2008,San Diego,Scripps Memorial Hospital – La Jolla,106370771,VSG,1,"(32.88506, -117.22279)"
2008,San Diego,Scripps Mercy Hospital,106370744,BPD,,"(32.75128, -117.1609)"
2008,San Diego,Scripps Mercy Hospital,106370744,LAPBAND,16,"(32.75128, -117.1609)"
2008,San Diego,Scripps Mercy Hospital,106370744,LAPRYBG,804,"(32.75128, -117.1609)"
2008,San Diego,Scripps Mercy Hospital,106370744,OPENRYGB,25,"(32.75128, -117.1609)"
2008,San Diego,Scripps Mercy Hospital,106370744,VSG,,"(32.75128, -117.1609)"
